Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
11.0,Yes,2.0,0.0,Yes,4.0,1.0,Introvert
5.0,Yes,0.0,2.0,Yes,4.0,1.0,Introvert
1.0,No,8.0,3.0,No,8.0,8.0,Extrovert
0.0,No,8.0,5.0,No,9.0,8.0,Extrovert
7.905251131032664,Yes,2.389144536963923,3.243386881244551,Yes,11.287219367701816,6.764056290098611,Introvert
3.0,No,5.0,6.0,No,13.0,7.0,Extrovert
5.0,Yes,0.0,2.0,Yes,3.0,1.0,Introvert
7.0,Yes,1.0,1.0,Yes,1.0,2.0,Introvert
2.0,No,4.0,3.0,No,6.0,6.0,Extrovert
8.001782270395175,Yes,8.951037693089681,0.1004435238679504,Yes,11.895260068073716,6.240606277348986,Introvert
0.0,No,6.0,3.0,No,8.0,4.0,Extrovert
4.505816002819881,No,8.0,6.0,No,5.0,7.0,Extrovert
3.0,No,9.0,4.0,No,5.0,6.0,Extrovert
1.0,No,4.0,6.0,No,10.0,4.0,Extrovert
3.0,No,7.0,7.0,No,9.0,8.0,Extrovert
3.0,No,4.0,5.0,No,5.0,4.0,Extrovert
4.0,Yes,3.963354474982382,2.0,Yes,3.0,0.0,Introvert
1.0,No,8.0,5.0,No,9.0,6.0,Extrovert
6.0,Yes,3.0,3.0,Yes,1.0,0.0,Introvert
0.0,No,10.0,6.0,No,6.0,4.0,Extrovert
8.0,Yes,3.963354474982382,1.0,Yes,2.0,0.0,Introvert
4.0,Yes,2.0,1.0,Yes,4.0,2.0,Introvert
0.0,No,6.0,5.0,No,7.0,5.0,Extrovert
3.0,No,9.0,6.0,No,13.0,8.0,Extrovert
0.0,No,8.0,6.0,No,9.0,3.0,Extrovert
1.0,No,5.0,5.0,No,9.0,5.0,Extrovert
6.0,Yes,0.0,2.0,Yes,5.0,2.0,Introvert
1.0,No,6.0,5.0,No,14.0,3.0,Extrovert
3.0,No,5.0,4.0,No,10.0,5.0,Extrovert
8.0,Yes,1.0,0.0,Yes,1.0,1.0,Introvert
2.0,No,9.0,5.0,No,14.0,4.0,Extrovert
10.005853719306302,Yes,6.910182380441337,2.861899951232771,Yes,13.147329062827394,4.5655021514064895,Introvert
3.0,No,7.0,6.0,No,6.0,4.0,Extrovert
2.0,No,5.0,4.0,No,5.0,4.0,Extrovert
7.469780944871718,Yes,8.46053941703343,6.0814857673369564,Yes,3.811957902288537,8.201229910018526,Introvert
4.0,Yes,0.0,0.0,Yes,1.0,1.0,Introvert
0.9112280850254284,Yes,8.044433148724886,1.5298367068151504,Yes,1.4761898151903412,2.9918564827316736,Introvert
7.0,Yes,3.0,0.0,Yes,1.0,0.0,Introvert
3.0,No,9.0,6.0,No,13.0,6.0,Extrovert
2.0,No,9.0,5.0,No,11.0,3.0,Extrovert
2.0,No,9.0,5.0,No,7.0,6.0,Extrovert
3.0,No,6.0,5.0,No,7.0,6.0,Extrovert
0.0,No,3.963354474982382,4.0,No,7.0,4.0,Extrovert
5.385756588678968,Yes,6.189911758823709,4.217075136825653,Yes,1.5720580860037652,4.453976910319293,Introvert
0.0,No,9.0,5.0,No,5.0,3.0,Extrovert
8.0,Yes,0.0,2.0,No,5.0,0.0,Introvert
8.336529778318713,Yes,4.372270480023412,0.1723537401639756,Yes,5.473004362461234,0.7074868162967346,Introvert
0.0,No,5.0,5.0,No,6.268862911795962,9.0,Extrovert
11.0,Yes,1.0,0.0,Yes,1.0,1.0,Introvert
5.0,Yes,0.0,0.0,Yes,3.0,0.0,Introvert
3.0,No,8.0,6.0,No,9.0,8.0,Extrovert
5.0,Yes,2.0,2.0,Yes,0.0,3.0,Introvert
2.0,No,7.0,4.0,No,12.0,3.0,Extrovert
0.0,No,6.0,5.0,No,12.0,6.0,Extrovert
2.0,No,9.0,4.0,No,12.0,6.0,Extrovert
11.0,Yes,0.0,1.0,Yes,2.0,0.0,Introvert
2.0,No,6.0,6.0,No,8.0,5.0,Extrovert
6.0,Yes,2.0,1.0,Yes,0.0,1.0,Introvert
6.0,Yes,3.0,0.0,Yes,1.0,2.0,Introvert
0.0,No,6.0,6.0,No,8.0,8.0,Extrovert
9.0,Yes,2.0,0.0,Yes,2.0,1.0,Introvert
4.505816002819881,No,6.0,3.0,No,15.0,6.0,Extrovert
0.0,No,7.0,7.0,No,6.268862911795962,3.0,Extrovert
0.0,No,4.0,4.0,No,12.0,8.0,Extrovert
7.0,Yes,3.963354474982382,2.0,Yes,3.0,1.0,Introvert
2.0,No,9.0,3.0,No,7.0,4.0,Extrovert
0.0,No,4.0,3.0,No,14.0,5.0,Extrovert
6.740326161689249,Yes,0.1037669824521188,1.1689555966183462,Yes,1.0491078293396947,5.842963689358616,Introvert
1.0,No,7.0,4.0,No,14.0,4.0,Extrovert
4.0,No,3.0,0.0,No,2.0,0.0,Introvert
4.0,No,5.0,7.0,No,13.0,8.0,Extrovert
3.0,No,8.0,4.0,No,6.268862911795962,9.0,Extrovert
0.0,No,9.0,5.0,No,13.0,7.0,Extrovert
6.0,Yes,0.0,0.0,Yes,4.0,1.0,Introvert
5.0,No,0.0,1.0,Yes,4.0,0.0,Introvert
8.0,Yes,1.0,2.0,Yes,1.0,0.0,Extrovert
5.124912042695045,No,3.204666609186229,2.795262763714471,Yes,3.831377211208061,1.9671804830011648,Introvert
9.0,Yes,2.0,2.0,Yes,1.0,0.0,Introvert
0.0,No,7.0,3.0,No,6.0,3.564726631393298,Extrovert
2.0,No,9.0,5.0,No,8.0,10.0,Extrovert
1.0,No,6.0,6.0,No,10.0,4.0,Extrovert
7.0,Yes,3.0,2.0,Yes,0.0,0.0,Introvert
5.0,Yes,0.0,2.0,Yes,1.0,1.0,Introvert
11.0,Yes,2.0,2.0,Yes,3.0,0.0,Introvert
10.0,Yes,2.0,1.0,Yes,1.0,2.0,Introvert
8.487732085902476,Yes,2.8868413002606546,0.340634051334054,Yes,4.45329643157228,3.293716320890648,Introvert
0.0,No,8.0,6.0,No,11.0,5.0,Introvert
2.0,No,6.0,4.0,No,8.0,5.0,Introvert
9.0,Yes,0.0,0.0,Yes,1.0,1.0,Introvert
2.0,No,6.0,6.0,No,5.0,9.0,Extrovert
5.0,Yes,2.0,0.0,Yes,4.0,1.0,Introvert
1.0,No,8.0,4.0,No,5.0,4.0,Extrovert
6.0,Yes,0.0,1.0,Yes,3.0,2.0,Introvert
4.505816002819881,No,3.0,6.0,No,4.0,8.0,Extrovert
7.0,Yes,0.0,1.0,Yes,2.0,0.0,Introvert
2.0,No,9.0,6.0,No,10.0,9.0,Extrovert
1.0,No,7.0,6.0,No,6.0,3.0,Extrovert
0.0,No,8.0,3.0,No,8.0,3.564726631393298,Extrovert
6.0,Yes,2.0,2.0,Yes,0.0,1.0,Introvert
3.0,No,4.0,4.0,No,9.0,3.0,Extrovert
3.0,No,8.0,4.0,No,10.0,4.0,Extrovert
5.0,Yes,1.0,0.0,Yes,4.0,2.0,Introvert
1.0,No,9.0,3.0,No,5.0,3.0,Extrovert
9.0,Yes,3.0,2.0,No,2.0,0.0,Introvert
7.38414969677762,Yes,8.026082945612188,6.061017739437954,Yes,3.334567282531343,4.607755824942485,Introvert
6.0,Yes,2.0,1.0,Yes,5.0,2.0,Introvert
3.0,No,6.0,4.0,No,10.0,7.0,Extrovert
7.0,Yes,1.0,0.0,Yes,4.0,0.0,Introvert
8.0,Yes,0.0,2.0,Yes,4.0,0.0,Introvert
9.0,Yes,2.0,1.0,Yes,4.0,2.0,Introvert
0.0,No,7.0,4.0,No,11.0,6.0,Extrovert
6.0,Yes,2.0,0.0,Yes,2.0,2.0,Extrovert
10.0,Yes,1.0,0.0,Yes,1.0,0.0,Introvert
5.0,Yes,2.0,0.0,Yes,2.0,2.0,Introvert
1.965729645266167,Yes,5.4848862719099465,5.159779321726808,Yes,10.715090554111766,4.9893174377518585,Introvert
1.0,No,9.0,5.0,No,8.0,8.0,Extrovert
1.979640777809857,Yes,6.448946593282324,0.0578173574327037,No,2.8880977392776885,4.236651976657262,Introvert
2.0,No,6.0,4.0,No,5.0,4.0,Extrovert
0.0,No,7.0,5.0,No,7.0,9.0,Extrovert
0.0,No,7.0,3.0,No,6.0,6.0,Extrovert
1.0,No,8.0,5.0,No,14.0,7.0,Extrovert
11.0,Yes,2.0,1.0,Yes,1.0,1.0,Introvert
9.0,Yes,0.0,2.0,Yes,2.0,2.0,Introvert
2.0,No,7.0,7.0,No,9.0,8.0,Introvert
10.0,Yes,1.0,3.0,Yes,0.0,3.0,Introvert
2.0,No,8.0,7.0,No,14.0,7.0,Introvert
1.0,No,7.0,6.0,No,8.0,5.0,Extrovert
0.0,No,6.0,6.0,No,11.0,5.0,Introvert
8.0,Yes,2.0,2.0,Yes,4.0,0.0,Introvert
0.0,No,4.0,6.0,No,13.0,5.0,Extrovert
1.0,No,8.0,4.0,No,9.0,5.0,Extrovert
7.0,Yes,2.0,0.0,Yes,4.0,1.0,Introvert
3.0,No,5.0,7.0,No,8.0,4.0,Extrovert
4.0,Yes,1.0,1.0,Yes,3.0,2.0,Introvert
7.2049374840280604,Yes,4.030555065453337,2.1227242207448067,Yes,1.9427328708960503,1.0477401306643848,Introvert
1.0,No,4.0,4.0,No,8.0,8.0,Extrovert
5.0,Yes,2.0,2.0,Yes,0.0,0.0,Introvert
1.0,No,7.0,5.0,No,6.0,9.0,Extrovert
3.0,No,8.0,6.0,No,6.0,7.0,Extrovert
7.0,Yes,0.0,3.0,Yes,0.0,2.0,Introvert
3.0,No,7.0,3.0,No,12.0,7.0,Extrovert
8.610927482266526,Yes,1.1837785505487983,0.5177374709988188,Yes,5.400926229911427,4.972570195376246,Introvert
6.612965436213496,Yes,8.944325583400692,2.5500207466896856,Yes,8.80533479935714,2.870652356284133,Introvert
8.0,Yes,0.0,0.0,Yes,4.0,0.0,Introvert
9.0,Yes,3.0,1.0,Yes,3.0,1.0,Introvert
3.0,No,5.0,7.0,No,14.0,7.0,Extrovert
10.0,Yes,2.0,0.0,Yes,5.0,2.0,Introvert
5.8496718316941765,Yes,7.176498435014895,0.7242339638963418,Yes,11.622474946965736,2.3743194254301674,Introvert
2.0,No,9.0,4.0,No,7.0,9.0,Extrovert
1.0,No,7.0,3.0,No,8.0,6.0,Extrovert
11.0,Yes,1.0,1.0,Yes,5.0,1.0,Introvert
1.0,No,8.0,3.0,No,14.0,6.0,Extrovert
5.0,Yes,3.0,2.0,Yes,5.0,1.0,Introvert
2.0,No,9.0,4.0,No,15.0,4.0,Extrovert
5.0,Yes,1.0,1.0,Yes,2.0,1.0,Introvert
5.0,Yes,0.0,1.0,Yes,4.0,2.0,Introvert
4.505816002819881,Yes,3.0,0.0,Yes,2.0,3.564726631393298,Introvert
1.0,No,5.0,4.0,No,14.0,3.0,Introvert
8.0,Yes,2.0,0.0,Yes,1.0,0.0,Introvert
0.0,No,6.0,4.0,No,13.0,3.0,Extrovert
3.0,No,8.0,5.0,No,10.0,5.0,Extrovert
0.0,No,9.0,3.0,No,12.0,3.564726631393298,Extrovert
0.0401237389725471,Yes,4.827056012327095,1.621667841524988,Yes,2.782888714266626,8.3580670354199,Introvert
9.0,No,1.0,1.0,Yes,2.0,0.0,Introvert
2.0,No,10.0,5.0,No,12.0,5.0,Extrovert
2.0,No,4.0,4.0,No,8.0,8.0,Extrovert
3.0,No,7.0,6.0,No,14.0,9.0,Extrovert
10.0,Yes,3.0,0.0,Yes,2.0,0.0,Introvert
11.0,Yes,1.0,2.0,Yes,2.0,3.564726631393298,Introvert
5.0,Yes,3.0,0.0,Yes,1.0,0.0,Introvert
2.0,No,4.0,6.0,No,5.0,8.0,Extrovert
4.505816002819881,No,9.0,5.0,No,8.0,3.0,Extrovert
8.0,Yes,2.0,0.0,Yes,4.0,0.0,Extrovert
9.0,Yes,3.0,0.0,Yes,5.0,0.0,Introvert
3.4235150907816783,Yes,6.124960163995447,3.345969145500084,Yes,9.92992623775582,0.0400752761947308,Introvert
0.1456914902752248,Yes,6.354088543057642,1.9972216364523476,Yes,4.5806058743032985,1.0711250002440846,Introvert
4.0,Yes,3.963354474982382,0.0,Yes,1.0,2.0,Introvert
3.0,No,8.0,6.0,No,10.0,8.0,Extrovert
5.0,Yes,2.0,1.0,Yes,2.0,2.0,Introvert
6.0,Yes,0.0,1.0,Yes,0.0,2.0,Introvert
0.0,No,7.0,4.0,No,14.0,3.564726631393298,Introvert
5.0,No,3.0,0.0,Yes,4.0,0.0,Introvert
11.0,Yes,0.0,0.0,Yes,4.0,1.0,Introvert
2.0,No,3.0,5.0,No,6.268862911795962,5.0,Extrovert
9.0,Yes,0.0,0.0,Yes,4.0,2.0,Introvert
0.957945632015263,Yes,0.4943204416130051,5.084404323686075,Yes,6.589769941280112,8.720464986965188,Introvert
2.0,No,9.0,4.0,No,6.0,6.0,Extrovert
0.0,No,7.0,7.0,No,4.0,6.0,Extrovert
3.0,No,6.0,3.0,No,10.0,6.0,Extrovert
11.0,Yes,1.0,1.0,Yes,4.0,2.0,Introvert
1.0,No,9.0,4.0,No,13.0,8.0,Extrovert
8.0,Yes,0.0,0.0,Yes,5.0,2.0,Introvert
7.0,Yes,0.0,0.0,Yes,1.0,2.0,Extrovert
5.0,Yes,3.0,2.0,Yes,2.0,1.0,Introvert
9.0,Yes,0.0,2.0,Yes,0.0,2.0,Introvert
8.0,Yes,2.0,2.0,Yes,1.0,0.0,Introvert
5.0,Yes,3.0,2.0,Yes,1.0,1.0,Introvert
0.5170277750150398,Yes,2.454526671817953,2.651644959629037,Yes,9.929882473295248,6.809425673087094,Introvert
2.0,No,4.0,6.0,No,13.0,6.0,Extrovert
6.0,Yes,2.0,0.0,Yes,5.0,2.0,Introvert
11.0,Yes,0.0,2.0,Yes,3.0,0.0,Introvert
4.0,Yes,1.0,2.0,Yes,3.0,2.0,Introvert
4.0,No,4.0,7.0,No,6.0,8.0,Extrovert
0.0,No,4.0,6.0,No,6.0,3.0,Extrovert
3.0,No,3.963354474982382,5.0,No,12.0,3.0,Extrovert
10.0,Yes,3.0,1.0,Yes,2.0,1.0,Introvert
3.0,No,6.0,5.0,No,14.0,3.0,Extrovert
3.0,No,6.0,6.0,No,10.0,8.0,Extrovert
3.0,No,6.0,3.0,No,6.0,3.0,Extrovert
5.940867700576336,Yes,0.1192348155563054,1.1916194793338917,Yes,6.738714028542446,2.4908056600726223,Introvert
1.0,No,4.0,6.0,No,9.0,5.0,Extrovert
0.0,No,6.0,4.0,No,11.0,7.0,Extrovert
4.844143418354255,Yes,8.318002590527398,3.3348148816476666,Yes,5.353686043297879,1.8519386966648783,Introvert
9.0,Yes,2.0,1.0,Yes,3.0,1.0,Introvert
1.0,No,8.0,5.0,No,10.0,4.0,Extrovert
1.0,No,7.0,6.0,No,5.0,9.0,Extrovert
2.0,No,4.0,5.0,No,6.268862911795962,6.0,Extrovert
5.0,Yes,3.0,2.0,Yes,0.0,1.0,Introvert
2.0,No,4.0,4.0,No,9.0,3.0,Extrovert
9.0,No,1.0,0.0,Yes,4.0,0.0,Introvert
11.0,Yes,2.0,1.0,Yes,5.0,3.564726631393298,Introvert
10.0,Yes,3.963354474982382,0.0,Yes,1.0,0.0,Introvert
8.0,Yes,2.0,2.0,Yes,2.0,2.0,Extrovert
8.0,Yes,2.0,1.0,Yes,2.0,1.0,Introvert
11.0,Yes,2.0,2.0,Yes,1.0,0.0,Introvert
0.0,No,9.0,6.0,No,8.0,7.0,Extrovert
4.0,No,9.0,6.0,No,11.0,6.0,Extrovert
5.051929493135727,Yes,0.6837199277788077,1.7581353725380984,Yes,12.003021131006427,8.808646120335144,Introvert
6.0,Yes,1.0,0.0,Yes,4.0,2.0,Extrovert
3.0,No,9.0,5.0,No,12.0,7.0,Extrovert
6.0,Yes,2.0,2.0,No,3.0,1.0,Introvert
2.0,No,5.0,5.0,No,11.0,7.0,Extrovert
7.569956663047519,Yes,0.0794871193406001,3.4697979065220217,Yes,10.670754763905304,4.764732520659163,Introvert
0.0,No,4.0,5.0,No,6.0,5.0,Extrovert
1.0,No,5.0,4.0,No,7.0,3.0,Extrovert
6.0,Yes,3.0,1.0,Yes,4.0,1.0,Introvert
5.0,Yes,0.0,0.0,Yes,1.0,2.0,Introvert
0.3850490899499268,Yes,0.8251817128685772,6.244460810256921,Yes,6.511096250869675,1.3143050604572784,Introvert
7.0,Yes,2.0,2.0,Yes,0.0,0.0,Introvert
0.0,No,9.0,3.0,No,6.268862911795962,9.0,Extrovert
3.0,No,7.0,7.0,No,4.0,9.0,Extrovert
4.0,Yes,1.0,0.0,Yes,2.0,2.0,Introvert
3.0,No,4.0,4.0,No,13.0,4.0,Extrovert
3.0,No,4.0,6.0,No,9.0,3.0,Extrovert
0.4966353115799199,Yes,5.908441211848446,4.521649600476227,Yes,2.4132011802351867,6.74798848012832,Introvert
11.0,Yes,2.0,0.0,Yes,6.268862911795962,0.0,Introvert
2.0,No,9.0,7.0,No,10.0,6.0,Extrovert
0.0,No,7.0,4.0,No,8.0,3.564726631393298,Extrovert
0.0,No,6.0,3.0,No,6.268862911795962,7.0,Extrovert
8.0,Yes,3.0,0.0,Yes,4.0,1.0,Introvert
2.0,No,9.0,5.0,No,6.268862911795962,5.0,Extrovert
0.0,No,5.0,6.0,No,9.0,4.0,Extrovert
1.0,No,6.0,3.0,No,11.0,8.0,Extrovert
2.0,No,4.0,7.0,No,10.0,3.0,Extrovert
8.0,Yes,1.0,0.0,Yes,0.0,0.0,Introvert
9.277076156448878,Yes,7.354832556989471,6.254668586798234,Yes,1.111827470169762,3.947452941542258,Introvert
9.0,Yes,2.0,0.0,Yes,3.0,2.0,Introvert
10.0,No,1.0,2.0,Yes,3.0,2.0,Introvert
7.66526116185827,Yes,1.29035014860567,0.6589778266477682,Yes,3.9073236163228726,2.418026495266866,Introvert
9.0,Yes,3.0,1.0,Yes,3.0,0.0,Introvert
2.0,No,8.0,4.0,No,9.0,3.0,Extrovert
0.0,No,4.0,7.0,No,7.0,6.0,Extrovert
1.0,No,8.0,5.0,No,11.0,9.0,Extrovert
2.0,No,8.0,6.0,No,11.0,3.0,Extrovert
5.049651636021257,Yes,8.00030690302763,2.746871680293625,Yes,9.79758071842156,0.745433828339166,Introvert
0.0,No,7.0,3.0,No,10.0,4.0,Extrovert
0.0,No,7.0,5.0,No,7.0,6.0,Extrovert
7.0,Yes,2.0,1.0,Yes,1.0,2.0,Extrovert
5.0,Yes,0.0,1.0,Yes,6.268862911795962,1.0,Introvert
2.0,No,6.0,7.0,No,6.268862911795962,6.0,Extrovert
7.0,Yes,2.0,2.0,Yes,4.0,2.0,Introvert
3.0,No,7.0,3.0,No,11.0,3.0,Extrovert
11.0,Yes,1.0,3.0,Yes,1.0,0.0,Introvert
2.7505051601723283,Yes,2.735167759908138,3.4947746132176034,Yes,4.393827144358688,7.972268924133781,Introvert
2.0,No,7.0,6.0,No,12.0,7.0,Extrovert
10.556934250233962,Yes,1.3438146807761862,4.497112042743471,No,9.070114093649453,3.977506199128453,Introvert
0.0,No,6.0,6.0,No,4.0,3.0,Extrovert
7.0,Yes,3.0,2.0,Yes,5.0,1.0,Introvert
10.0,Yes,2.0,2.0,Yes,5.0,2.0,Extrovert
2.0,No,7.0,5.0,No,10.0,5.0,Extrovert
3.0,No,5.0,5.0,No,6.0,4.0,Extrovert
1.0,No,7.0,7.0,No,9.0,5.0,Introvert
0.0,No,9.0,4.0,No,6.0,3.0,Extrovert
11.0,Yes,1.0,1.0,Yes,3.0,0.0,Extrovert
2.0,No,7.0,5.0,No,14.0,5.0,Extrovert
3.0,No,5.0,4.0,No,10.0,6.0,Extrovert
10.0,Yes,1.0,1.0,Yes,1.0,2.0,Introvert
3.0,No,5.0,6.0,No,14.0,3.0,Extrovert
4.0,No,9.0,5.0,No,10.0,7.0,Extrovert
3.0,No,4.0,6.0,No,14.0,6.0,Extrovert
2.0,No,7.0,4.0,No,9.0,6.0,Extrovert
7.264831724085336,Yes,3.268856892713567,2.093650197658309,Yes,5.569586600638018,5.847835566340007,Introvert
9.913415554568148,Yes,5.325208578071873,6.376012743834163,Yes,4.705974831313357,2.6974387013381387,Introvert
9.0,Yes,3.0,2.0,Yes,6.268862911795962,2.0,Introvert
1.0,No,5.0,5.0,No,9.0,8.0,Extrovert
1.0,No,5.0,5.0,No,8.0,9.0,Introvert
10.0,Yes,0.0,0.0,Yes,3.0,0.0,Extrovert
1.0,No,7.0,5.0,No,12.0,3.0,Extrovert
7.788442644067622,Yes,8.770632822421188,6.5115259301803246,Yes,8.534499145242325,1.0117108989391423,Introvert
0.0,No,4.0,5.0,No,13.0,8.0,Extrovert
0.0,No,5.0,4.0,No,8.0,7.0,Extrovert
9.0,Yes,1.0,1.0,Yes,1.0,3.0,Introvert
11.0,Yes,2.0,2.0,Yes,2.0,0.0,Introvert
2.0,No,8.0,5.0,No,6.0,8.0,Extrovert
3.0,No,8.0,6.0,No,14.0,6.0,Extrovert
0.0,No,7.0,3.0,No,5.0,6.0,Extrovert
5.27117947631011,Yes,0.0936902289245785,5.730982140445514,Yes,2.3983848307696665,7.2173705997507795,Introvert
11.0,Yes,0.0,1.0,Yes,1.0,2.0,Extrovert
1.0,No,6.0,4.0,No,13.0,4.0,Extrovert
2.0,No,5.0,4.0,No,6.0,8.0,Extrovert
0.0,No,4.0,6.0,No,4.0,8.0,Extrovert
8.0,Yes,0.0,2.0,No,4.0,2.0,Introvert
2.0,No,9.0,6.0,No,8.0,6.0,Introvert
1.0,No,9.0,3.0,No,6.0,8.0,Extrovert
10.0,Yes,2.0,1.0,Yes,4.0,2.0,Introvert
5.284258663614768,Yes,4.378875237540058,1.7788808422856266,Yes,0.0684625415785722,8.424034439782725,Introvert
8.0,Yes,1.0,1.0,Yes,1.0,0.0,Introvert
1.0872185661337512,Yes,0.158160281322733,0.5310154212056625,Yes,0.4084057093052711,4.639788406511001,Introvert
7.946256344008372,Yes,3.5376797560681297,1.9855402227856085,Yes,11.108624919784264,0.74290249903093,Introvert
8.0,Yes,1.0,0.0,Yes,3.0,1.0,Extrovert
6.0,Yes,3.0,0.0,Yes,0.0,0.0,Introvert
7.0,Yes,3.0,1.0,Yes,2.0,0.0,Introvert
7.0,Yes,2.0,0.0,Yes,2.0,0.0,Introvert
2.0,No,6.0,5.0,No,8.0,7.0,Extrovert
3.0,No,7.0,4.0,No,15.0,7.0,Extrovert
1.0,No,6.0,4.0,No,10.0,5.0,Extrovert
1.0,No,4.0,6.0,No,8.0,7.0,Introvert
10.199777741334628,Yes,5.581148833240071,4.911772076992196,Yes,9.666491481064163,8.83194052541844,Introvert
11.0,Yes,1.0,1.0,Yes,1.0,0.0,Introvert
10.0,Yes,2.0,0.0,Yes,4.0,0.0,Introvert
3.0,No,6.0,3.0,No,14.0,6.0,Extrovert
4.505816002819881,No,5.0,3.0,No,11.0,9.0,Extrovert
5.0,Yes,0.0,1.0,Yes,5.0,0.0,Introvert
0.0,No,4.0,3.0,No,9.0,7.0,Extrovert
1.0,No,8.0,4.0,No,10.0,8.0,Extrovert
6.0,Yes,3.0,1.0,Yes,2.0,1.0,Introvert
10.0,Yes,3.0,1.0,Yes,4.0,3.564726631393298,Introvert
7.484050262818233,Yes,6.359341205268478,4.473821359021849,Yes,2.8476888551422546,1.012749742550883,Introvert
2.0,No,6.0,6.0,No,5.0,5.0,Extrovert
3.0,No,4.0,5.0,No,11.0,4.0,Extrovert
1.0,No,7.0,6.0,No,6.268862911795962,4.0,Extrovert
1.0,No,4.0,4.0,No,7.0,6.0,Extrovert
10.0,Yes,1.0,1.0,Yes,5.0,0.0,Introvert
4.0,Yes,2.0,0.0,Yes,2.0,1.0,Introvert
3.0,No,9.0,4.0,No,10.0,5.0,Extrovert
4.505816002819881,No,4.0,4.0,No,11.0,3.0,Introvert
4.0,Yes,2.0,1.0,Yes,4.0,0.0,Introvert
2.0,No,5.0,6.0,No,12.0,8.0,Extrovert
5.0,Yes,2.0,2.0,Yes,1.0,2.0,Introvert
2.232511395401633,Yes,4.770693322612511,2.424439466492073,Yes,5.544934795421546,3.975716274712082,Introvert
7.0,Yes,3.0,1.0,Yes,1.0,0.0,Introvert
10.0,Yes,0.0,2.0,Yes,1.0,0.0,Introvert
7.0,Yes,3.0,1.0,Yes,2.0,3.0,Introvert
7.0,Yes,3.0,0.0,Yes,1.0,2.0,Introvert
1.0,No,7.0,4.0,No,12.0,5.0,Extrovert
7.607404000937895,Yes,5.032258674109556,5.199697895820585,Yes,4.897207601862592,7.643427141340889,Introvert
3.0,No,6.0,6.0,No,9.0,8.0,Extrovert
10.0,Yes,2.0,3.0,Yes,4.0,1.0,Introvert
1.0,No,3.963354474982382,5.0,No,9.0,5.0,Extrovert
11.0,Yes,3.0,2.0,Yes,5.0,2.0,Introvert
8.0,Yes,0.0,0.0,Yes,0.0,0.0,Introvert
6.0,Yes,3.0,3.0,Yes,4.0,3.0,Introvert
0.0,No,6.0,3.0,No,10.0,8.0,Extrovert
4.505816002819881,Yes,3.0,2.0,Yes,5.0,0.0,Introvert
6.0,Yes,0.0,0.0,Yes,2.0,2.0,Introvert
1.0,No,4.0,5.0,No,12.0,5.0,Extrovert
2.6982673938427686,Yes,2.9966485338479387,6.451667598161971,Yes,8.856478019466369,5.248349053035479,Introvert
3.0,No,4.0,3.0,No,9.0,7.0,Extrovert
1.0,No,6.0,3.0,No,10.0,8.0,Extrovert
1.7453331740457247,Yes,1.757645087590245,5.632680532176449,No,9.391288240290958,4.654804511287204,Introvert
5.0,Yes,1.0,0.0,Yes,0.0,3.564726631393298,Introvert
2.0,No,9.0,3.0,No,6.0,8.0,Extrovert
1.0,No,9.0,3.0,No,6.268862911795962,7.0,Extrovert
4.505816002819881,Yes,2.0,1.0,Yes,5.0,1.0,Introvert
9.564820805051626,Yes,4.062067245426308,4.570058279987967,Yes,6.204527802429141,1.8093869853312583,Introvert
4.0,Yes,2.0,0.0,Yes,2.0,2.0,Introvert
9.95503324686158,Yes,8.319106705733127,3.005453266396068,Yes,4.390302878366299,0.6036963397485722,Introvert
0.0,No,4.0,4.0,No,11.0,4.0,Extrovert
1.0,No,7.0,3.0,No,9.0,3.0,Extrovert
7.0,No,1.0,0.0,Yes,5.0,2.0,Introvert
11.0,Yes,3.0,1.0,Yes,4.0,0.0,Introvert
8.0,Yes,3.0,2.0,Yes,3.0,2.0,Introvert
4.505816002819881,Yes,2.0,0.0,Yes,4.0,0.0,Introvert
10.0,Yes,1.0,2.0,Yes,1.0,2.0,Introvert
7.91786582058226,Yes,4.802577816625173,6.909156103520081,Yes,7.910597865934943,7.31347761555248,Introvert
0.0,No,9.0,3.0,No,5.0,6.0,Extrovert
3.0,No,7.0,5.0,No,8.0,6.0,Extrovert
9.0,Yes,2.0,0.0,Yes,1.0,2.0,Introvert
6.0,Yes,3.0,2.0,Yes,1.0,3.564726631393298,Introvert
5.0,Yes,3.0,2.0,Yes,3.0,2.0,Extrovert
1.0,No,8.0,4.0,No,6.0,7.0,Extrovert
0.0,No,8.0,4.0,No,13.0,5.0,Extrovert
3.0,No,4.0,7.0,No,13.0,6.0,Extrovert
10.0,Yes,1.0,2.0,Yes,0.0,0.0,Introvert
3.0,No,6.0,5.0,No,6.0,6.0,Extrovert
9.0,Yes,1.0,0.0,Yes,0.0,0.0,Introvert
11.0,Yes,1.0,3.0,Yes,2.0,0.0,Introvert
7.207954512164487,Yes,5.350341278177282,6.959824186100245,Yes,10.17145540480275,5.355035014477648,Introvert
4.505816002819881,Yes,1.0,0.0,Yes,3.0,2.0,Extrovert
9.0,Yes,1.0,2.0,Yes,5.0,2.0,Introvert
10.0,Yes,3.0,3.0,Yes,1.0,1.0,Introvert
3.0,No,4.0,5.0,No,15.0,4.0,Extrovert
